import time: self [us] | cumulative | imported package
import time:       216 |       1012 |         networkx.readwrite.json_graph
import time:       354 |        354 |         networkx.readwrite.text
import time:       350 |       5462 |       networkx.readwrite
import time:       198 |        198 |           networkx.algorithms.assortativity.connectivity
import time:       161 |        161 |               networkx.algorithms.assortativity.pairs
import time:       193 |        353 |             networkx.algorithms.assortativity.mixing
import time:       205 |        557 |           networkx.algorithms.assortativity.correlation
import time:       166 |        166 |           networkx.algorithms.assortativity.neighbor_degree
import time:       272 |       1192 |         networkx.algorithms.assortativity
import time:       266 |        266 |         networkx.algorithms.asteroidal
import time:       161 |        161 |         networkx.algorithms.boundary
import time:       228 |        228 |         networkx.algorithms.bridges
import time:       167 |        167 |         networkx.algorithms.chains
import time:       291 |        291 |                 networkx.algorithms.shortest_paths.generic
import time:       204 |        204 |                 networkx.algorithms.shortest_paths.unweighted
import time:       556 |        556 |                 networkx.algorithms.shortest_paths.weighted
import time:       166 |        166 |                 networkx.algorithms.shortest_paths.astar
import time:       180 |        180 |                 networkx.algorithms.shortest_paths.dense
import time:       224 |       1619 |               networkx.algorithms.shortest_paths
import time:        24 |       1642 |             networkx.algorithms.shortest_paths.weighted
import time:       286 |       1928 |           networkx.algorithms.centrality.betweenness
import time:       168 |        168 |           networkx.algorithms.centrality.betweenness_subset
